CNTSCHID,CNTSTUID,ST267Q01JA,ST267Q02JA,ST267Q03JA,ST267Q04JA,ST267Q05JA,ST267Q06JA,ST267Q07JA,ST267Q08JA,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST038Q09JA,ST038Q10JA,ST038Q11JA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA
60800023,60800084,Agree,Agree,Disagree,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Strongly disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800014,60800085,Not Applicable,Agree,Agree,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Agree,A few times a year,A few times a year,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,A few times a year,A few times a year,Agree,Agree,Agree,Agree
60800018,60800086,Strongly agree,Not Applicable,Agree,Not Applicable,Not Applicable,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Not Applicable,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,A few times a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800129,60800087,Not Applicable,Agree,Agree,Not Applicable,Agree,Strongly agree,Strongly agree,Not Applicable,Strongly disagree,Agree,Agree,Disagree,Agree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800184,60800088,Not Applicable,Agree,Strongly agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800038,60800090,Agree,Not Applicable,Strongly agree,Disagree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Not Applicable,Agree,Disagree,Agree,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800137,60800091,Strongly agree,Not Applicable,Agree,Strongly disagree,Agree,Strongly agree,Not Applicable,Not Applicable,Strongly disagree,Agree,Strongly agree,Disagree,Not Applicable,Disagree,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Agree,Strongly agree,Agree
60800156,60800092,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800013,60800093,Disagree,Not Applicable,Strongly disagree,Disagree,Not Applicable,Strongly disagree,Not Applicable,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Not Applicable,Strongly agree,Never or almost never,A few times a month,A few times a year,A few times a month,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
60800116,60800094,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Strongly agree,Disagree,Disagree,Disagree,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Agree,Agree,Agree,Agree
60800141,60800095,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Disagree,Disagree,Agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Agree,Agree,Agree,Agree
60800015,60800097,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Disagree,Agree,Agree,Disagree,Agree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800020,60800098,Not Applicable,Strongly agree,Agree,Disagree,Strongly agree,Not Applicable,Strongly agree,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800129,60800099,Disagree,Strongly disagree,Not Applicable,Disagree,Agree,Not Applicable,Not Applicable,Agree,Disagree,Strongly agree,Not Applicable,Agree,Strongly agree,Disagree,Once a week or more,A few times a year,A few times a year,A few times a month,Never or almost never,A few times a month,Once a week or more,Never or almost never,A few times a month,Agree,Strongly agree,Strongly agree,Disagree
60800009,60800100,Agree,Agree,Not Applicable,Disagree,Disagree,Not Applicable,Not Applicable,Disagree,Not Applicable,Agree,Agree,Agree,Agree,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800058,60800101,Agree,Not Applicable,Agree,Not Applicable,Agree,Agree,Not Applicable,Disagree,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,A few times a year,A few times a year,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800024,60800102,Agree,Not Applicable,Agree,Disagree,Not Applicable,Strongly agree,Not Applicable,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Not Applicable,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800154,60800103,Disagree,Disagree,Agree,Strongly disagree,Not Applicable,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Agree,Agree,Agree,Disagree,Not Applicable,A few times a year,Never or almost never,A few times a year,A few times a month,A few times a year,A few times a year,Never or almost never,Never or almost never,A few times a year,Agree,Agree,Agree,Disagree
60800086,60800104,Strongly agree,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Strongly agree,Strongly agree
60800161,60800105,Disagree,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Disagree,Not Applicable,Not Applicable,Agree,Not Applicable,Disagree,Strongly agree,Agree,Agree,Never or almost never,A few times a month,Never or almost never,Once a week or more,A few times a month,Never or almost never,A few times a year,Once a week or more,Never or almost never,Disagree,Strongly agree,Disagree,Disagree
60800022,60800106,Not Applicable,Strongly disagree,Not Applicable,Agree,Strongly agree,Agree,Strongly agree,Not Applicable,Disagree,Agree,Not Applicable,Agree,Agree,Disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800130,60800107, , , , , , , , , , , , , , , , , , , , , , , , , , , 
60800147,60800108,Not Applicable,Agree,Not Applicable,Agree,Not Applicable,Agree,Agree,Agree,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Never or almost never,A few times a year,A few times a year,A few times a month,Once a week or more,Once a week or more,Once a week or more,Never or almost never,A few times a month,Agree,Agree,Agree,Agree
60800096,60800110,Not Applicable,Not Applicable,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Disagree,Not Applicable,Disagree,Agree,Agree,Disagree,No Response,Once a week or more,Never or almost never,A few times a year,A few times a year,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Agree,Agree,Agree
60800152,60800111,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Not Applicable,Agree,Agree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly agree,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800058,60800112,Strongly agree,Strongly agree,Agree,Disagree,Not Applicable,Strongly agree,Not Applicable,Not Applicable,Disagree,Agree,Strongly agree,Agree,Agree,Not Applicable,Never or almost never,Once a week or more,A few times a year,Never or almost never,Never or almost never,No Response,Never or almost never,Never or almost never,Once a week or more,Agree,Agree,Agree,Agree
60800100,60800113,Not Applicable,Agree,Agree,Disagree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800090,60800114,Not Applicable,Not Applicable,Agree,Disagree,Strongly agree,Agree,Agree,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800156,60800115,Strongly agree,Agree,Strongly agree,Agree,Not Applicable,Not Applicable,Not Applicable,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Not Applicable,Never or almost never,A few times a month,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Agree,Strongly agree,Agree
60800063,60800116,Not Applicable,Disagree,Disagree,Agree,Disagree,Agree,Not Applicable,Not Applicable,Agree,Strongly agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,Never or almost never,Once a week or more,Never or almost never,A few times a year,Never or almost never,A few times a month,A few times a month,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800065,60800118,Strongly agree,Strongly agree,Not Applicable,Strongly disagree,Not Applicable,Strongly agree,Not Applicable,Strongly disagree,Disagree,Not Applicable,Agree,Agree,Agree,Strongly agree,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800157,60800119,Not Applicable,Agree,Agree,Agree,Agree,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Disagree,Once a week or more,Once a week or more,Never or almost never,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800011,60800120,Strongly agree,Not Applicable,Agree,Agree,Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Agree,Agree
60800054,60800121,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Not Applicable,Disagree,Agree,Not Applicable,Agree,Agree,Strongly disagree,Never or almost never,Never or almost never,A few times a year,Once a week or more,A few times a month,A few times a month,A few times a year,A few times a year,A few times a year,Agree,Agree,Agree,Agree
